filename,file_year,project_name,gate_number,sku_name,Growth vs PY_launchquarter,Growth vs PY_y1,Growth vs PY_y2,Growth vs PY_y3,Growth vs PY_y4,Growth vs PY_y5,"Sales volume pull through (,000)_launchquarter","Sales volume pull through (,000)_y1","Sales volume pull through (,000)_y2","Sales volume pull through (,000)_y3","Sales volume pull through (,000)_y4","Sales volume pull through (,000)_y5","Pipeline fill (,000)_launchquarter","Pipeline fill (,000)_y1","Pipeline fill (,000)_y2","Pipeline fill (,000)_y3","Pipeline fill (,000)_y4","Pipeline fill (,000)_y5","Sales volume (,000)_launchquarter","Sales volume (,000)_y1","Sales volume (,000)_y2","Sales volume (,000)_y3","Sales volume (,000)_y4","Sales volume (,000)_y5",Unit Cost (LC)_launchquarter,Unit Cost (LC)_y1,Unit Cost (LC)_y2,Unit Cost (LC)_y3,Unit Cost (LC)_y4,Unit Cost (LC)_y5,List Price (LC)_launchquarter,List Price (LC)_y1,List Price (LC)_y2,List Price (LC)_y3,List Price (LC)_y4,List Price (LC)_y5,"Gross Sales (LC,000)_launchquarter","Gross Sales (LC,000)_y1","Gross Sales (LC,000)_y2","Gross Sales (LC,000)_y3","Gross Sales (LC,000)_y4","Gross Sales (LC,000)_y5",Trade Spend %_launchquarter,Trade Spend %_y1,Trade Spend %_y2,Trade Spend %_y3,Trade Spend %_y4,Trade Spend %_y5,Trade Spend Per (disc/bonus gds)_launchquarter,Trade Spend Per (disc/bonus gds)_y1,Trade Spend Per (disc/bonus gds)_y2,Trade Spend Per (disc/bonus gds)_y3,Trade Spend Per (disc/bonus gds)_y4,Trade Spend Per (disc/bonus gds)_y5,"Trade Spend (LC,000)_launchquarter","Trade Spend (LC,000)_y1","Trade Spend (LC,000)_y2","Trade Spend (LC,000)_y3","Trade Spend (LC,000)_y4","Trade Spend (LC,000)_y5","Listing Fees (LC,000)_launchquarter","Listing Fees (LC,000)_y1","Listing Fees (LC,000)_y2","Listing Fees (LC,000)_y3","Listing Fees (LC,000)_y4","Listing Fees (LC,000)_y5",Avg Net Selling Price (LC)_launchquarter,Avg Net Selling Price (LC)_y1,Avg Net Selling Price (LC)_y2,Avg Net Selling Price (LC)_y3,Avg Net Selling Price (LC)_y4,Avg Net Selling Price (LC)_y5,"Pipeline fill (LC,000)_launchquarter","Pipeline fill (LC,000)_y1","Pipeline fill (LC,000)_y2","Pipeline fill (LC,000)_y3","Pipeline fill (LC,000)_y4","Pipeline fill (LC,000)_y5","Net Sales (LC,000)_launchquarter","Net Sales (LC,000)_y1","Net Sales (LC,000)_y2","Net Sales (LC,000)_y3","Net Sales (LC,000)_y4","Net Sales (LC,000)_y5","Gross Margin (LC,000)_launchquarter","Gross Margin (LC,000)_y1","Gross Margin (LC,000)_y2","Gross Margin (LC,000)_y3","Gross Margin (LC,000)_y4","Gross Margin (LC,000)_y5",Gross Margin %_launchquarter,Gross Margin %_y1,Gross Margin %_y2,Gross Margin %_y3,Gross Margin %_y4,Gross Margin %_y5,LC_to_AUD_exchrate,Unit Cost (LC)_launchquarter_AUDconverted,Unit Cost (LC)_y1_AUDconverted,Unit Cost (LC)_y2_AUDconverted,Unit Cost (LC)_y3_AUDconverted,Unit Cost (LC)_y4_AUDconverted,Unit Cost (LC)_y5_AUDconverted,List Price (LC)_launchquarter_AUDconverted,List Price (LC)_y1_AUDconverted,List Price (LC)_y2_AUDconverted,List Price (LC)_y3_AUDconverted,List Price (LC)_y4_AUDconverted,List Price (LC)_y5_AUDconverted,"Gross Sales (LC,000)_launchquarter_AUDconverted","Gross Sales (LC,000)_y1_AUDconverted","Gross Sales (LC,000)_y2_AUDconverted","Gross Sales (LC,000)_y3_AUDconverted","Gross Sales (LC,000)_y4_AUDconverted","Gross Sales (LC,000)_y5_AUDconverted",Trade Spend Per (disc/bonus gds)_launchquarter_AUDconverted,Trade Spend Per (disc/bonus gds)_y1_AUDconverted,Trade Spend Per (disc/bonus gds)_y2_AUDconverted,Trade Spend Per (disc/bonus gds)_y3_AUDconverted,Trade Spend Per (disc/bonus gds)_y4_AUDconverted,Trade Spend Per (disc/bonus gds)_y5_AUDconverted,"Trade Spend (LC,000)_launchquarter_AUDconverted","Trade Spend (LC,000)_y1_AUDconverted","Trade Spend (LC,000)_y2_AUDconverted","Trade Spend (LC,000)_y3_AUDconverted","Trade Spend (LC,000)_y4_AUDconverted","Trade Spend (LC,000)_y5_AUDconverted","Listing Fees (LC,000)_launchquarter_AUDconverted","Listing Fees (LC,000)_y1_AUDconverted","Listing Fees (LC,000)_y2_AUDconverted","Listing Fees (LC,000)_y3_AUDconverted","Listing Fees (LC,000)_y4_AUDconverted","Listing Fees (LC,000)_y5_AUDconverted",Avg Net Selling Price (LC)_launchquarter_AUDconverted,Avg Net Selling Price (LC)_y1_AUDconverted,Avg Net Selling Price (LC)_y2_AUDconverted,Avg Net Selling Price (LC)_y3_AUDconverted,Avg Net Selling Price (LC)_y4_AUDconverted,Avg Net Selling Price (LC)_y5_AUDconverted,"Pipeline fill (LC,000)_launchquarter_AUDconverted","Pipeline fill (LC,000)_y1_AUDconverted","Pipeline fill (LC,000)_y2_AUDconverted","Pipeline fill (LC,000)_y3_AUDconverted","Pipeline fill (LC,000)_y4_AUDconverted","Pipeline fill (LC,000)_y5_AUDconverted","Net Sales (LC,000)_launchquarter_AUDconverted","Net Sales (LC,000)_y1_AUDconverted","Net Sales (LC,000)_y2_AUDconverted","Net Sales (LC,000)_y3_AUDconverted","Net Sales (LC,000)_y4_AUDconverted","Net Sales (LC,000)_y5_AUDconverted","Gross Margin (LC,000)_launchquarter_AUDconverted","Gross Margin (LC,000)_y1_AUDconverted","Gross Margin (LC,000)_y2_AUDconverted","Gross Margin (LC,000)_y3_AUDconverted","Gross Margin (LC,000)_y4_AUDconverted","Gross Margin (LC,000)_y5_AUDconverted",Unit Cost ($)_launchquarter,Unit Cost ($)_y1,Unit Cost ($)_y2,Unit Cost ($)_y3,Unit Cost ($)_y4,Unit Cost ($)_y5,List Price ($)_launchquarter,List Price ($)_y1,List Price ($)_y2,List Price ($)_y3,List Price ($)_y4,List Price ($)_y5,Trade Spend (disc/bonus gds)_launchquarter,Trade Spend (disc/bonus gds)_y1,Trade Spend (disc/bonus gds)_y2,Trade Spend (disc/bonus gds)_y3,Trade Spend (disc/bonus gds)_y4,Trade Spend (disc/bonus gds)_y5,Avg Net Selling Price ($)_launchquarter,Avg Net Selling Price ($)_y1,Avg Net Selling Price ($)_y2,Avg Net Selling Price ($)_y3,Avg Net Selling Price ($)_y4,Avg Net Selling Price ($)_y5,"Revenue  $,000_launchquarter","Revenue  $,000_y1","Revenue  $,000_y2","Revenue  $,000_y3","Revenue  $,000_y4","Revenue  $,000_y5","Gross Margin   $,000_launchquarter","Gross Margin   $,000_y1","Gross Margin   $,000_y2","Gross Margin   $,000_y3","Gross Margin   $,000_y4","Gross Margin   $,000_y5","Trade Spend Terms (LC,000)_launchquarter","Trade Spend Terms (LC,000)_y1","Trade Spend Terms (LC,000)_y2","Trade Spend Terms (LC,000)_y3","Trade Spend Terms (LC,000)_y4","Trade Spend Terms (LC,000)_y5",NIS_launchquarter,NIS_y1,NIS_y2,NIS_y3,NIS_y4,NIS_y5,"Trade Spend COOP (LC,000)_launchquarter","Trade Spend COOP (LC,000)_y1","Trade Spend COOP (LC,000)_y2","Trade Spend COOP (LC,000)_y3","Trade Spend COOP (LC,000)_y4","Trade Spend COOP (LC,000)_y5","Trade Spend Promo (LC,000)_launchquarter","Trade Spend Promo (LC,000)_y1","Trade Spend Promo (LC,000)_y2","Trade Spend Promo (LC,000)_y3","Trade Spend Promo (LC,000)_y4","Trade Spend Promo (LC,000)_y5","Umbrella effect revenue (LC,000)_launchquarter","Umbrella effect revenue (LC,000)_y1","Umbrella effect revenue (LC,000)_y2","Umbrella effect revenue (LC,000)_y3","Umbrella effect revenue (LC,000)_y4","Umbrella effect revenue (LC,000)_y5","Umbrella effect COGS (LC,000)_launchquarter","Umbrella effect COGS (LC,000)_y1","Umbrella effect COGS (LC,000)_y2","Umbrella effect COGS (LC,000)_y3","Umbrella effect COGS (LC,000)_y4","Umbrella effect COGS (LC,000)_y5","Umbrella effect Margin  (LC,000)_launchquarter","Umbrella effect Margin  (LC,000)_y1","Umbrella effect Margin  (LC,000)_y2","Umbrella effect Margin  (LC,000)_y3","Umbrella effect Margin  (LC,000)_y4","Umbrella effect Margin  (LC,000)_y5",nan_launchquarter,nan_y1,nan_y2,nan_y3,nan_y4,nan_y5,"Cannibalized Revenue (LC,000)_launchquarter","Cannibalized Revenue (LC,000)_y1","Cannibalized Revenue (LC,000)_y2","Cannibalized Revenue (LC,000)_y3","Cannibalized Revenue (LC,000)_y4","Cannibalized Revenue (LC,000)_y5","Cannibalized COGS (LC,000)_launchquarter","Cannibalized COGS (LC,000)_y1","Cannibalized COGS (LC,000)_y2","Cannibalized COGS (LC,000)_y3","Cannibalized COGS (LC,000)_y4","Cannibalized COGS (LC,000)_y5","Cannibalized Margin (LC,000)_launchquarter","Cannibalized Margin (LC,000)_y1","Cannibalized Margin (LC,000)_y2","Cannibalized Margin (LC,000)_y3","Cannibalized Margin (LC,000)_y4","Cannibalized Margin (LC,000)_y5",Note: Cannibalized revenue should be entered as a positive value_launchquarter,Note: Cannibalized revenue should be entered as a positive value_y1,Note: Cannibalized revenue should be entered as a positive value_y2,Note: Cannibalized revenue should be entered as a positive value_y3,Note: Cannibalized revenue should be entered as a positive value_y4,Note: Cannibalized revenue should be entered as a positive value_y5,"Note: Umbrella effect revenue should be entered as a positive value (+) if increase revenue, negative if decrease revenue (-)_launchquarter","Note: Umbrella effect revenue should be entered as a positive value (+) if increase revenue, negative if decrease revenue (-)_y1","Note: Umbrella effect revenue should be entered as a positive value (+) if increase revenue, negative if decrease revenue (-)_y2","Note: Umbrella effect revenue should be entered as a positive value (+) if increase revenue, negative if decrease revenue (-)_y3","Note: Umbrella effect revenue should be entered as a positive value (+) if increase revenue, negative if decrease revenue (-)_y4","Note: Umbrella effect revenue should be entered as a positive value (+) if increase revenue, negative if decrease revenue (-)_y5","Note: Minimum order size is generally 10,000 units per sku per order_launchquarter","Note: Minimum order size is generally 10,000 units per sku per order_y1","Note: Minimum order size is generally 10,000 units per sku per order_y2","Note: Minimum order size is generally 10,000 units per sku per order_y3","Note: Minimum order size is generally 10,000 units per sku per order_y4","Note: Minimum order size is generally 10,000 units per sku per order_y5"
G1 P&L Metrics - COCOON - ANZ - O.xlsx,2020,COCOON,G1,Soap Free Wash DermaVeen,,2.0,0.25,0.050000000000000044,0.050000000000000044,0.050000000000000044,20.0,60.0,75.0,78.75,82.6875,86.821875,15.0,,,,,,35.0,60.0,75.0,78.75,82.6875,86.821875,4.0,4.0,4.0,4.0,4.0,4.0,13.88,13.88,13.88,13.88,13.88,13.88,485.8,832.8000000000001,1041.0,1093.05,1147.7025,1205.0876250000001,0.375,0.375,0.375,0.375,0.375,0.375,5.205,5.205,5.205,5.205,5.205,5.205,182.175,312.3,390.375,409.89374999999995,430.3884375,451.90785937500004,,,,,,,8.675,8.675,8.675,8.675,8.675,8.675,130.125,0.0,0.0,0.0,0.0,0.0,303.625,520.5,650.625,683.15625,717.3140625000001,753.1797656250001,163.62500000000003,280.50000000000006,350.62500000000006,368.15625000000006,386.56406250000003,405.8922656250001,0.5389048991354468,0.5389048991354468,0.5389048991354468,0.5389048991354468,0.5389048991354467,0.5389048991354468,1.0,4.0,4.0,4.0,4.0,4.0,4.0,13.88,13.88,13.88,13.88,13.88,13.88,485.8,832.8000000000001,1041.0,1093.05,1147.7025,1205.0876250000001,5.205,5.205,5.205,5.205,5.205,5.205,182.175,312.3,390.375,409.89374999999995,430.3884375,451.90785937500004,,,,,,,8.675,8.675,8.675,8.675,8.675,8.675,130.125,0.0,0.0,0.0,0.0,0.0,303.625,520.5,650.625,683.15625,717.3140625000001,753.1797656250001,163.62500000000003,280.50000000000006,350.62500000000006,368.15625000000006,386.56406250000003,405.8922656250001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1 P&L Metrics - COCOON - ANZ - O.xlsx,2020,COCOON,G1,Firming Body Moisturiser DermaVeen,,1.7999999999999998,0.25,0.050000000000000044,0.050000000000000044,0.050000000000000044,25.0,70.0,87.5,91.875,96.46875,101.29218750000001,15.0,,,,,,40.0,70.0,87.5,91.875,96.46875,101.29218750000001,4.0,4.0,4.0,4.0,4.0,4.0,13.88,13.88,13.88,13.88,13.88,13.88,555.2,971.6,1214.5,1275.2250000000001,1338.9862500000002,1405.9355625000003,0.375,0.375,0.375,0.375,0.375,0.375,5.205,5.205,5.205,5.205,5.205,5.205,208.20000000000002,364.35,455.4375,478.209375,502.1198437500001,527.2258359375,,,,,,,8.675,8.675,8.675,8.675,8.675,8.675,130.125,0.0,0.0,0.0,0.0,0.0,347.0,607.25,759.0625,797.0156250000001,836.8664062500001,878.7097265625002,187.00000000000003,327.25000000000006,409.06250000000006,429.51562500000006,450.99140625000007,473.54097656250013,0.5389048991354468,0.5389048991354468,0.5389048991354468,0.5389048991354467,0.5389048991354467,0.5389048991354467,1.0,4.0,4.0,4.0,4.0,4.0,4.0,13.88,13.88,13.88,13.88,13.88,13.88,555.2,971.6,1214.5,1275.2250000000001,1338.9862500000002,1405.9355625000003,5.205,5.205,5.205,5.205,5.205,5.205,208.20000000000002,364.35,455.4375,478.209375,502.1198437500001,527.2258359375,,,,,,,8.675,8.675,8.675,8.675,8.675,8.675,130.125,0.0,0.0,0.0,0.0,0.0,347.0,607.25,759.0625,797.0156250000001,836.8664062500001,878.7097265625002,187.00000000000003,327.25000000000006,409.06250000000006,429.51562500000006,450.99140625000007,473.54097656250013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1 P&L Metrics - COCOON - ANZ - O.xlsx,2020,COCOON,G1,Oil Infused Body Moisturiser DermaVeen,,1.8888888888888888,0.25,0.050000000000000044,0.050000000000000044,0.050000000000000044,22.5,65.0,81.25,85.3125,89.578125,94.05703125000001,15.0,,,,,,37.5,65.0,81.25,85.3125,89.578125,94.05703125000001,4.0,4.0,4.0,4.0,4.0,4.0,13.88,13.88,13.88,13.88,13.88,13.88,520.5,902.2,1127.75,1184.1375,1243.3443750000001,1305.5115937500002,0.375,0.375,0.375,0.375,0.375,0.375,5.205,5.205,5.205,5.205,5.205,5.205,195.1875,338.32500000000005,422.90625,444.05156250000005,466.25414062500005,489.56684765625005,,,,,,,8.675,8.675,8.675,8.675,8.675,8.675,130.125,0.0,0.0,0.0,0.0,0.0,325.3125,563.875,704.84375,740.0859375,777.0902343750001,815.9447460937502,175.31250000000003,303.87500000000006,379.84375000000006,398.83593750000006,418.7777343750001,439.7166210937501,0.5389048991354468,0.5389048991354468,0.5389048991354468,0.5389048991354468,0.5389048991354467,0.5389048991354467,1.0,4.0,4.0,4.0,4.0,4.0,4.0,13.88,13.88,13.88,13.88,13.88,13.88,520.5,902.2,1127.75,1184.1375,1243.3443750000001,1305.5115937500002,5.205,5.205,5.205,5.205,5.205,5.205,195.1875,338.32500000000005,422.90625,444.05156250000005,466.25414062500005,489.56684765625005,,,,,,,8.675,8.675,8.675,8.675,8.675,8.675,130.125,0.0,0.0,0.0,0.0,0.0,325.3125,563.875,704.84375,740.0859375,777.0902343750001,815.9447460937502,175.31250000000003,303.87500000000006,379.84375000000006,398.83593750000006,418.7777343750001,439.7166210937501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1 P&L Metrics - COCOON - ANZ - O.xlsx,2020,COCOON,G1,Hand & Body Tone Correcting Cream DermaVeen,,2.0,0.25,0.050000000000000044,0.050000000000000044,0.050000000000000044,20.0,60.0,75.0,78.75,82.6875,86.821875,15.0,,,,,,35.0,60.0,75.0,78.75,82.6875,86.821875,4.0,4.0,4.0,4.0,4.0,4.0,13.88,13.88,13.88,13.88,13.88,13.88,485.8,832.8000000000001,1041.0,1093.05,1147.7025,1205.0876250000001,0.375,0.375,0.375,0.375,0.375,0.375,5.205,5.205,5.205,5.205,5.205,5.205,182.175,312.3,390.375,409.89374999999995,430.3884375,451.90785937500004,,,,,,,8.675,8.675,8.675,8.675,8.675,8.675,130.125,0.0,0.0,0.0,0.0,0.0,303.625,520.5,650.625,683.15625,717.3140625000001,753.1797656250001,163.62500000000003,280.50000000000006,350.62500000000006,368.15625000000006,386.56406250000003,405.8922656250001,0.5389048991354468,0.5389048991354468,0.5389048991354468,0.5389048991354468,0.5389048991354467,0.5389048991354468,1.0,4.0,4.0,4.0,4.0,4.0,4.0,13.88,13.88,13.88,13.88,13.88,13.88,485.8,832.8000000000001,1041.0,1093.05,1147.7025,1205.0876250000001,5.205,5.205,5.205,5.205,5.205,5.205,182.175,312.3,390.375,409.89374999999995,430.3884375,451.90785937500004,,,,,,,8.675,8.675,8.675,8.675,8.675,8.675,130.125,0.0,0.0,0.0,0.0,0.0,303.625,520.5,650.625,683.15625,717.3140625000001,753.1797656250001,163.62500000000003,280.50000000000006,350.62500000000006,368.15625000000006,386.56406250000003,405.8922656250001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4 P&L - Greenhouse Lingering Cough - AU - O.xlsx,2020,Greenhouse Lingering Cough,G4,Lingering Cough 200 mL DURO-TUSS Australia,,0.25,0.21,0.21,0.0,0.0,,,,,,,,,,,,,57.0,71.25,86.2125,104.317125,104.317125,104.317125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6222851746931066,0.6222851746931066,0.6222851746931067,0.6222851746931067,0.6222851746931067,0.6222851746931067,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,3.2,3.2,3.2,3.2,14.12,14.12,14.12,14.12,14.12,14.12,-5.648,-5.648,-5.648,-5.648,-5.648,-5.648,8.472,8.472,8.472,8.472,8.472,8.472,482.904,603.63,730.3923,883.774683,883.774683,883.774683,300.50399999999996,375.62999999999994,454.5123,549.959883,549.959883,549.959883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4 P&L - Greenhouse Lingering Cough - AU - O.xlsx,2020,Greenhouse Lingering Cough,G4,Lingering Cough 350 mL DURO-TUSS Australia,,0.2,0.1,0.05,0.05,0.05,,,,,,,,,,,,,26.0,31.2,34.32,36.036,37.8378,39.729690000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5873873873873874,0.5873873873873874,0.5873873873873873,0.5873873873873874,0.5873873873873874,0.5873873873873874,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,4.58,4.58,4.58,4.58,4.58,18.5,18.5,18.5,18.5,18.5,18.5,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,11.1,11.1,11.1,11.1,11.1,11.1,288.59999999999997,346.32,380.952,399.9996,419.99958,440.99955900000003,169.51999999999998,203.42399999999998,223.76639999999998,234.95471999999998,246.70245599999998,259.0375788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4 P&L - Greenhouse Lingering Cough - AU - O.xlsx,2020,Greenhouse Lingering Cough,G4,Lingering Cough Loz DURO-TUSS Australia,,,,0.15,0.15,0.15,,,,,,,,,,,,,0.0,0.0,80.0,92.0,105.8,121.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.5785194694052204,0.5785194694052204,0.5785194694052205,0.5785194694052204,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.97,1.97,1.97,1.97,0.0,0.0,7.79,7.79,7.79,7.79,0.0,0.0,-3.116,-3.116,-3.116,-3.116,0.0,0.0,4.6739999999999995,4.6739999999999995,4.6739999999999995,4.6739999999999995,0.0,0.0,373.91999999999996,430.0079999999999,494.5091999999999,568.68558,0.0,0.0,216.32,248.76799999999997,286.0832,328.99568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3 P&L - Jupiter - AU - O  (Best Case - New Pricing & Reduced COGS 20201014).xlsx,2020,Jupiter,G3,Plus Anaes H&L - best case COGS 32 Difflam AUNZ,,0.4903744166313111,0.09621919758028641,0.050000000000000044,0.050000000000000044,0.0,113.136,168.615,184.839,194.08095,203.7849975,203.7849975,16.99,,,,,,130.126,168.615,184.839,194.08095,203.7849975,203.7849975,3.8,3.2,3.2,3.2,3.2,3.2,13.05,13.05,13.05,13.05,13.05,13.05,1698.1443000000002,2200.4257500000003,2412.1489500000002,2532.7563975000003,2659.394217375,2659.394217375,0.47,0.47,0.47,0.47,0.47,0.47,6.1335,6.1335,6.1335,6.1335,6.1335,6.1335,798.127821,1034.2001025000002,1133.7100065,1190.395506825,1249.91528216625,1249.91528216625,0.0,,,,,,6.916500000000001,6.9165,6.916500000000002,6.916500000000002,6.9165,6.9165,117.511335,0.0,0.0,0.0,0.0,0.0,900.0164790000001,1166.2256475000002,1278.4389435000003,1342.3608906750003,1409.47893520875,1409.47893520875,405.53767900000014,626.6576475,686.9541435000003,721.3018506750003,757.36694320875,757.36694320875,0.45058917082339345,0.5373382491144365,0.5373382491144366,0.5373382491144366,0.5373382491144364,0.5373382491144364,1.0,3.8,3.2,3.2,3.2,3.2,3.2,13.05,13.05,13.05,13.05,13.05,13.05,1698.1443000000002,2200.4257500000003,2412.1489500000002,2532.7563975000003,2659.394217375,2659.394217375,6.1335,6.1335,6.1335,6.1335,6.1335,6.1335,798.127821,1034.2001025000002,1133.7100065,1190.395506825,1249.91528216625,1249.91528216625,0.0,,,,,,6.916500000000001,6.9165,6.916500000000002,6.916500000000002,6.9165,6.9165,117.511335,0.0,0.0,0.0,0.0,0.0,900.0164790000001,1166.2256475000002,1278.4389435000003,1342.3608906750003,1409.47893520875,1409.47893520875,405.53767900000014,626.6576475,686.9541435000003,721.3018506750003,757.36694320875,757.36694320875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3 P&L - Jupiter AU - O  (Current Case - New Pricing 20201014).xlsx,2020,Jupiter AU,G3,Plus Anaes H&L - best case COGS 32 Difflam AUNZ,,0.4903744166313111,0.09621919758028641,0.050000000000000044,0.050000000000000044,0.0,113.136,168.615,184.839,194.08095,203.7849975,203.7849975,16.99,,,,,,130.126,168.615,184.839,194.08095,203.7849975,203.7849975,3.98,3.52,3.52,3.52,3.52,3.52,13.05,13.05,13.05,13.05,13.05,13.05,1698.1443000000002,2200.4257500000003,2412.1489500000002,2532.7563975000003,2659.394217375,2659.394217375,0.47,0.47,0.47,0.47,0.47,0.47,6.1335,6.1335,6.1335,6.1335,6.1335,6.1335,798.127821,1034.2001025000002,1133.7100065,1190.395506825,1249.91528216625,1249.91528216625,0.0,,,,,,6.916500000000001,6.9165,6.916500000000002,6.916500000000002,6.9165,6.9165,117.511335,0.0,0.0,0.0,0.0,0.0,900.0164790000001,1166.2256475000002,1278.4389435000003,1342.3608906750003,1409.47893520875,1409.47893520875,382.1149990000001,572.7008475,627.8056635000004,659.1959466750004,692.15574400875,692.15574400875,0.42456444733608045,0.4910720740258801,0.4910720740258803,0.4910720740258803,0.49107207402588016,0.49107207402588016,1.0,3.98,3.52,3.52,3.52,3.52,3.52,13.05,13.05,13.05,13.05,13.05,13.05,1698.1443000000002,2200.4257500000003,2412.1489500000002,2532.7563975000003,2659.394217375,2659.394217375,6.1335,6.1335,6.1335,6.1335,6.1335,6.1335,798.127821,1034.2001025000002,1133.7100065,1190.395506825,1249.91528216625,1249.91528216625,0.0,,,,,,6.916500000000001,6.9165,6.916500000000002,6.916500000000002,6.9165,6.9165,117.511335,0.0,0.0,0.0,0.0,0.0,900.0164790000001,1166.2256475000002,1278.4389435000003,1342.3608906750003,1409.47893520875,1409.47893520875,382.1149990000001,572.7008475,627.8056635000004,659.1959466750004,692.15574400875,692.15574400875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3 P&L - Double Up - NZ.xlsx,2020,Double Up,G3,Duro-Tuss Chesty Cough Liquid Double Strength 200mL Duro-Tuss NZ,,1.1818181818181817,0.125,0.10370370370370363,0.06711409395973145,0.037735849056603765,11.0,24.0,27.0,29.8,31.8,33.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,24.0,27.0,29.8,31.8,33.0,2.4707999999999997,2.4707999999999997,2.4707999999999997,2.4707999999999997,2.4707999999999997,2.4707999999999997,12.69,12.69,12.69,12.69,12.69,12.69,177.66,304.56,342.63,378.162,403.542,418.77,0.22,0.22,0.22,0.22,0.22,0.22,2.7918,2.7918,2.7918,2.7918,2.7918,2.7918,39.0852,67.0032,75.3786,83.19564,88.77924,92.12939999999999,0.0,0.0,0.0,0.0,0.0,0.0,9.8982,9.898200000000001,9.8982,9.8982,9.8982,9.898200000000001,29.694599999999998,0.0,0.0,0.0,0.0,0.0,138.57479999999998,237.5568,267.2514,294.96636,314.76275999999996,326.6406,103.9836,178.25760000000002,200.53979999999999,221.33651999999998,236.19132,245.10420000000005,0.7503788567618356,0.7503788567618356,0.7503788567618355,0.7503788567618354,0.7503788567618356,0.7503788567618356,1.065,2.32,2.32,2.32,2.32,2.32,2.32,11.91549295774648,11.91549295774648,11.91549295774648,11.91549295774648,11.91549295774648,11.91549295774648,166.81690140845072,285.9718309859155,321.71830985915494,355.08169014084507,378.912676056338,393.2112676056338,2.6214084507042252,2.6214084507042252,2.6214084507042252,2.6214084507042252,2.6214084507042252,2.6214084507042252,36.69971830985916,62.913802816901416,70.77802816901409,78.11797183098592,83.36078873239437,86.50647887323943,0.0,0.0,0.0,0.0,0.0,0.0,9.294084507042253,9.294084507042255,9.294084507042253,9.294084507042253,9.294084507042253,9.294084507042255,27.88225352112676,0.0,0.0,0.0,0.0,0.0,130.11718309859154,223.0580281690141,250.94028169014084,276.9637183098592,295.5518873239436,306.7047887323944,97.63718309859155,167.37802816901413,188.30028169014085,207.82771830985914,221.77588732394366,230.14478873239443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
