,Unnamed: 0,filename,sheet_name,file_year,project_name,gate_number,sku_name,sku_name.1,Market,list_price_AUD,forecast_volume_y1,forecast_volume_y2,forecast_volume_y3,forecast_net_sales_y1,forecast_net_sales_y2,forecast_net_sales_y3,launchyr_coop_listingfees_y1,launchyr_coop_listingfees_y2,launchyr_coop_listingfees_y3,one_time_costs_y1,one_time_costs_y2,one_time_costs_y3,matched_SKU_ID
176,176,G2 P&L - Bark - PH - AMENA - Inno I-L.xlsm,Project Summary,2024,Bark,G2,DURO-TUSS Chesty Cough Sustained Release Capsules 100s_PH,DURO-TUSS Chesty Cough Sustained Release Capsules 100s,PH,32.4,29700.0,74250.0,105600.0,919788.8,2309472.0,3284582.4,4000.0,,,0.0,,,105830
177,177,G2 P&L - Bark - PH - AMENA - Inno I-L.xlsm,Project Summary,2024,Bark,G2,DURO-TUSS Chesty Cough Syrup 100mL_PH,DURO-TUSS Chesty Cough Syrup 100mL,PH,5.9,19980.0,49950.0,71040.0,109166.72,282916.8,402370.56,4000.0,,,0.0,,,
178,178,G2 P&L - Bark - PH - AMENA - Inno I-L.xlsm,Project Summary,2024,Bark,G2,DURO-TUSS Dry Syrup 100mL_PH,DURO-TUSS Dry Syrup 100mL,PH,6.0,21600.0,54000.0,76800.0,120416.0,311040.0,442368.0,4000.0,,,0.0,,,
179,179,G2 P&L - Bark - PH - AMENA - Inno I-L.xlsm,Project Summary,2024,Bark,G2,DURO-TUSS Dry Sustained Release Tablet 100s_PH,DURO-TUSS Dry Sustained Release Tablet 100s,PH,43.24324324324324,18000.0,45000.0,64000.0,743243.2432432432,1868108.108108108,2656864.864864865,4000.0,,,0.0,,,105828
180,180,G2 P&L - Cuppa - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Cuppa,G2,DZ C&F + Pain Extra (Para + Caffeine) Honey + Lemon 8s_Australia,DZ C&F + Pain Extra (Para + Caffeine) Honey + Lemon 8s,Australia,6.6,0.0,51300.0,76950.0,-50000.0,196714.98,295072.47,50000.0,,,0.0,,,
181,181,G2 P&L - Cuppa - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Cuppa,G2,"DZ C&F Herbal + Cough + Immunity, H&L 12s_Australia","DZ C&F Herbal + Cough + Immunity, H&L 12s",Australia,12.0,40475.0,43605.0,48735.0,265705.0,340119.0,380133.0,50000.0,,,0.0,,,
182,182,G2 P&L - Cuppa - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Cuppa,G2,DZ C&F + Pain Extra (Para) Blackcurrant 8s_Australia,DZ C&F + Pain Extra (Para) Blackcurrant 8s,Australia,6.8,0.0,41200.0,61800.0,0.0,162492.8,243739.2,0.0,,,0.0,,,
183,183,G2 P&L - Cuppa - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Cuppa,G2,"DZ C&F Herbal + Sleep + Pain, Blackcurrant 12s_Australia","DZ C&F Herbal + Sleep + Pain, Blackcurrant 12s",Australia,12.0,32750.0,35020.0,39140.0,255450.0,273156.0,305292.0,0.0,,,0.0,,,
184,184,G2 P&L - Cuppa - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Cuppa,G2,DZ C&F + Pain Extra (Para + Caffeine) Honey + Lemon 8s_NZ,DZ C&F + Pain Extra (Para + Caffeine) Honey + Lemon 8s,NZ,6.6,0.0,5130.0,7695.0,0.0,23023.44,34535.16,0.0,,,0.0,,,
185,185,G2 P&L - Cuppa - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Cuppa,G2,"DZ C&F Herbal + Cough + Immunity, H&L 12s_NZ","DZ C&F Herbal + Cough + Immunity, H&L 12s",NZ,12.0,4047.5,4360.5,4873.5,33027.6,35581.68,39767.759999999995,0.0,,,0.0,,,
186,186,G2 P&L - Cuppa - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Cuppa,G2,DZ C&F + Pain Extra (Para) Blackcurrant 8s_NZ,DZ C&F + Pain Extra (Para) Blackcurrant 8s,NZ,6.8,0.0,4120.0,6180.0,0.0,19050.879999999997,28576.32,0.0,,,0.0,,,
187,187,G2 P&L - Cuppa - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Cuppa,G2,"DZ C&F Herbal + Sleep + Pain, Blackcurrant 12s_NZ","DZ C&F Herbal + Sleep + Pain, Blackcurrant 12s",NZ,12.0,3275.0,3502.0,3914.0,26724.0,28576.32,31938.24,0.0,,,0.0,,,
188,188,G2 P&L - Horus - AU NZ - CANZ - Reno (P).xlsm,Project Summary,2024,Horus,G2,Total Betadine_Australia,Total Betadine,Australia,9.072561568346371,3933668.3939862503,4051678.445805838,4173228.799180013,22840607.16409501,23525825.37901786,24231600.1403884,0.0,,,0.0,,,
189,189,G2 P&L - Horus - AU NZ - CANZ - Reno (P).xlsm,Project Summary,2024,Horus,G2,Total Betadine_NZ,Total Betadine,NZ,6.445589618902816,329788.15942318836,339681.80420588405,349872.2583320606,1658029.7267158325,1707770.6185173078,1759003.737072827,0.0,,,0.0,,,
190,190,G1 P&L - 95FM - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,95FM,G1,Sand S wash 800mL_Australia,Sand S wash 800mL,Australia,22.3,39000.0,78000.0,85800.0,462032.0,974064.0,1071470.4,25000.0,,,0.0,,,
191,191,G1 P&L - 95FM - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,95FM,G1,Sand S lotion  800mL_Australia,Sand S lotion  800mL,Australia,22.3,25000.0,50000.0,55000.0,287200.0,624400.0,686840.0,25000.0,,,0.0,,,
192,192,G1 P&L - 95FM - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,95FM,G1,Sand S wash 250mL_Australia,Sand S wash 250mL,Australia,11.02,20000.0,40000.0,40000.0,123424.0,246848.0,246848.0,0.0,,,0.0,,,
193,193,G1 P&L - 95FM - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,95FM,G1,Sand S lotion 250mL_Australia,Sand S lotion 250mL,Australia,11.02,10000.0,20000.0,20000.0,61712.0,123424.0,123424.0,0.0,,,0.0,,,
194,194,G4 P&L - DifflamAB HHR1 - TH - AMENA - Exp (C).xlsm,Project Summary,2024,DifflamAB HHR1,G4,Difflam Honey Lemon & Propolis HHR 8's_TH,Difflam Honey Lemon & Propolis HHR 8's,TH,24.8,12026.206666666669,22876.8,36602.88,200817.94303152573,381052.3073323848,631126.0010901924,9746.504253807634,19493.008507615268,9746.504253807634,0.0,,,104599
195,195,G4 P&L - DifflamAB HHR1 - TH - AMENA - Exp (C).xlsm,Project Summary,2024,DifflamAB HHR1,G4,Difflam Orange + VIT C HHR 8's_TH,Difflam Orange + VIT C HHR 8's,TH,24.8,8136.488333333333,15477.6,24764.16,132713.64267685905,251501.19437238472,423844.2203541924,9746.504253807634,19493.008507615268,9746.504253807634,0.0,,,104600
196,196,G4 P&L - DifflamAB HHR1 - TH - AMENA - Exp (C).xlsm,Project Summary,2024,DifflamAB HHR1,G4,Difflam Wild Berry HHR 8's_TH,Difflam Wild Berry HHR 8's,TH,24.8,5161.4783333333335,9818.4,15709.44,80624.78758885904,152415.39341238473,265306.9388181924,9746.504253807634,19493.008507615268,9746.504253807634,0.0,,,104759
197,197,G2 SC P&L - Bluey - AU NZ - CANZ - Inno I-L.xlsm,Project Summary,2024,Bluey,G2,Demazin Children's  Allergy  and Hayfever Peach 120mL_Australia,Demazin Children's  Allergy  and Hayfever Peach 120mL,Australia,9.96,78176.0,156351.0,156351.0,311453.18400000007,622902.3840000001,622902.3840000001,0.0,,,0.0,,,
198,198,G2 SC P&L - Bluey - AU NZ - CANZ - Inno I-L.xlsm,Project Summary,2024,Bluey,G2,Demazin Children's  Allergy  and Hayfever Peach 120mL_NZ,Demazin Children's  Allergy  and Hayfever Peach 120mL,NZ,12.0,0.0,15000.0,25000.0,0.0,72000.0,120000.0,0.0,,,0.0,,,
199,199,G1 P&L - Sneezy - AU NZ - CANZ - Inno (I-L).xlsm,Project Summary,2024,Sneezy,G1,DZ PSE + Ibu Tabs 24s_Australia,DZ PSE + Ibu Tabs 24s,Australia,10.72,66800.0,129600.0,194400.0,343726.08,666869.76,1000304.64,0.0,,,0.0,,,
200,200,G1 P&L - Sneezy - AU NZ - CANZ - Inno (I-L).xlsm,Project Summary,2024,Sneezy,G1,"DZ Dex, Chlor, PSE, Para Soft gels 24s_Australia","DZ Dex, Chlor, PSE, Para Soft gels 24s",Australia,10.72,29000.0,54000.0,81000.0,248704.0,463104.0,694656.0,0.0,,,0.0,,,
201,201,G1 P&L - Sneezy - AU NZ - CANZ - Inno (I-L).xlsm,Project Summary,2024,Sneezy,G1,DZ PSE + Ibu Tabs 24s_NZ,DZ PSE + Ibu Tabs 24s,NZ,10.72,6680.0,12960.0,19440.0,42965.76,83358.72,125038.08,0.0,,,0.0,,,
202,202,G1 P&L - Sneezy - AU NZ - CANZ - Inno (I-L).xlsm,Project Summary,2024,Sneezy,G1,"DZ Dex, Chlor, PSE, Para Soft gels 24s_NZ","DZ Dex, Chlor, PSE, Para Soft gels 24s",NZ,10.72,2900.0,5400.0,8100.0,24870.4,46310.4,69465.6,0.0,,,0.0,,,
203,203,G1 P&L - Keg - AU NZ - CANZ - Exp (B).xlsm,Project Summary,2024,Keg,G1,Betadine Wound Powder 20g_Australia,Betadine Wound Powder 20g,Australia,12.42,50000.0,92993.0,93000.0,471640.0,970177.3704,970250.4,50000.0,,,0.0,,,
204,204,G1 P&L - Keg - AU NZ - CANZ - Exp (B).xlsm,Project Summary,2024,Keg,G1,Betadine Wound Powder 20g_NZ,Betadine Wound Powder 20g,NZ,13.0,3000.0,9000.0,9300.0,31200.0,93600.0,96720.0,0.0,,,0.0,,,
205,205,G1 P&L - Ladder Acquisition - AU - ANZ - O.xlsm,Project Summary,2024,Ladder Acquisition,G1,Retrieve 0.025% Acne 50g_Australia,Retrieve 0.025% Acne 50g,Australia,59.23,11880.0,16876.0,23420.0,703652.3999999999,999565.48,1387166.6,0.0,,,0.0,,,
206,206,G1 P&L - Ladder Acquisition - AU - ANZ - O.xlsm,Project Summary,2024,Ladder Acquisition,G1,Retrieve 0.05% Acne 50g_Australia,Retrieve 0.05% Acne 50g,Australia,56.16,20496.0,30886.0,42862.0,1151055.36,1734557.76,2407129.92,0.0,,,0.0,,,
207,207,G2 P&L - Shade - TH - AMENA - Inno (I-L) copy.xlsm,Project Summary,2024,Shade,G2,SpectraBAN acne-prone skin SPF50+ PA++++_TH,SpectraBAN acne-prone skin SPF50+ PA++++,TH,9.84,8317.5,23290.0,29442.0,63257.44451312182,177118.70445248732,223920.90717936543,8.122086878173029,32.488347512692116,24.366260634519087,0.0,,,
208,208,G2 P&L - Shade - TH - AMENA - Inno (I-L) copy.xlsm,Project Summary,2024,Shade,G2,SpectraBAN sensitive sunscren SPF50+ PA++++_TH,SpectraBAN sensitive sunscren SPF50+ PA++++,TH,9.84,11685.0,32717.0,34026.0,88871.72711312183,248823.4830924873,258788.27805936543,8.122086878173029,32.488347512692116,24.366260634519087,0.0,,,
209,209,G2 P&L - Shade - TH - AMENA - Inno (I-L) copy.xlsm,Project Summary,2024,Shade,G2,SpectraBAN whitening sunscren SPF50+ PA++++_TH,SpectraBAN whitening sunscren SPF50+ PA++++,TH,9.84,34129.5,95564.0,99387.0,259589.06899082908,726847.0466833164,755936.8374924873,10.829449170897371,43.317796683589485,32.488347512692116,0.0,,,
210,210,G4 P&L - Greenhouse - TH - AMENA - Exp (B).xlsm,Project Summary,2024,Greenhouse,G4,DiffCof Herbal Chesty Cough Syrup 100ml_TH,DiffCof Herbal Chesty Cough Syrup 100ml,TH,5.52,16000.0,67500.0,87750.0,73973.65,308861.35,406573.49999999994,1804.91,10829.45,9024.54,0.0,,,
211,211,G1 P&L - Shade - TH - AMENA - Reno (F).xlsm,Project Summary,2024,Shade,G1,SpectraBAN acne-prone skin SPF50+ PA++++_TH,SpectraBAN acne-prone skin SPF50+ PA++++,TH,9.31,17865.333333333332,28138.0,35570.0,131880.474719577,207705.58219248732,262591.01892624365,16.244173756346058,32.488347512692116,16.244173756346058,0.0,,,
212,212,G1 P&L - Shade - TH - AMENA - Reno (F).xlsm,Project Summary,2024,Shade,G1,SpectraBAN sensitive sunscren SPF50+ PA++++_TH,SpectraBAN sensitive sunscren SPF50+ PA++++,TH,9.31,22938.666666666668,35173.0,36580.0,169336.03225291037,259643.7912424873,270047.6772262437,16.244173756346058,32.488347512692116,16.244173756346058,0.0,,,
213,213,G1 P&L - Shade - TH - AMENA - Reno (F).xlsm,Project Summary,2024,Shade,G1,SpectraBAN whitening sunscren SPF50+ PA++++_TH,SpectraBAN whitening sunscren SPF50+ PA++++,TH,9.31,58350.666666666664,104777.0,108968.0,430771.3934883248,773507.4611133164,804470.5605416583,21.658898341794742,43.317796683589485,21.658898341794742,0.0,,,
214,214,G3 P&L - Parachute - NZ - CANZ - Exp (M).xlsm,Project Summary,2024,Parachute,G3,Difflam AB H&L 16's_NZ,Difflam AB H&L 16's,NZ,5.2,13575.0,20580.793180500004,23667.912157575007,55060.2,83475.69714010802,95997.05171112422,0.0,,,0.0,,,
215,215,G3 P&L - Parachute - NZ - CANZ - Exp (M).xlsm,Project Summary,2024,Parachute,G3,Difflam Hextra Purple Grape  16's_NZ,Difflam Hextra Purple Grape  16's,NZ,5.2,10794.0,19763.557320000004,22728.090918,43780.464,80160.98848992003,92185.136763408,0.0,,,0.0,,,
216,216,G1 P&L - Access PH - PH - AMENA - Exp (M).xlsm,Project Summary,2024,Access PH,G1,DifflamAB Orange 8s_PH,DifflamAB Orange 8s,PH,1.723620738578783,138000.0,289800.0,152145.0,149334.36026321835,399298.1042333833,222904.2356804086,52846.352372072906,25281.39230072831,,0.0,,,
217,217,G1 P&L - Access PH - PH - AMENA - Exp (M).xlsm,Project Summary,2024,Access PH,G1,DifflamAB Lemon 8s_PH,DifflamAB Lemon 8s,PH,1.723620738578783,138000.0,289800.0,152145.0,149334.36026321835,399298.1042333833,222904.2356804086,52846.352372072906,25281.39230072831,,0.0,,,
218,218,G1 P&L - Access PH - PH - AMENA - Exp (M).xlsm,Project Summary,2024,Access PH,G1,DifflamAB Orange 6s_PH,DifflamAB Orange 6s,PH,1.417973975434756,0.0,0.0,165600.0,0.0,0.0,146747.66441012334,0.0,,52846.352372072906,0.0,,,
219,219,G1 P&L - Access PH - PH - AMENA - Exp (M).xlsm,Project Summary,2024,Access PH,G1,DifflamAB Lemon 6s_PH,DifflamAB Lemon 6s,PH,1.417973975434756,0.0,0.0,165600.0,0.0,0.0,146747.66441012334,0.0,,52846.352372072906,0.0,,,
220,220,G1 P&L - Access PH - PH - AMENA - Exp (M).xlsm,Project Summary,2024,Access PH,G1,DifflamAB Menthol 6s_PH,DifflamAB Menthol 6s,PH,1.417973975434756,0.0,0.0,0.0,0.0,0.0,-52846.352372072906,0.0,,52846.352372072906,0.0,,,
221,221,G1 P&L - Ore - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Ore,G1,DV Mineral sun Fluid 40mL _Australia,DV Mineral sun Fluid 40mL ,Australia,21.9,10000.0,17000.0,17850.0,131400.0,223380.0,234549.0,0.0,,,0.0,,,
222,222,G1 P&L - Ore - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Ore,G1,DV Mineral sun Face and Body 80g _Australia,DV Mineral sun Face and Body 80g ,Australia,16.44,25000.0,40000.0,42000.0,196600.00000000003,394560.0,414288.0,50000.0,,,0.0,,,
223,223,G1 P&L - Ore - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Ore,G1,DV Mineral Sun Face and Body 140g_Australia,DV Mineral Sun Face and Body 140g,Australia,21.04,20000.0,30000.0,31500.0,252480.0,378720.0,397656.0,0.0,,,0.0,,,
224,224,G1 P&L - Ore - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Ore,G1,DV Mineral sun Fluid 40mL _NZ,DV Mineral sun Fluid 40mL ,NZ,24.29,1000.0,1700.0,1800.0,14574.0,24775.8,26233.2,0.0,,,0.0,,,
225,225,G1 P&L - Ore - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Ore,G1,DV Mineral sun Face and Body 80g _NZ,DV Mineral sun Face and Body 80g ,NZ,18.19,2500.0,4000.0,4200.0,27285.0,43656.0,45838.8,0.0,,,0.0,,,
226,226,G1 P&L - Ore - ANZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Ore,G1,DV Mineral Sun Face and Body 140g_NZ,DV Mineral Sun Face and Body 140g,NZ,23.39,2000.0,3000.0,3100.0,28068.0,42102.0,43505.399999999994,0.0,,,0.0,,,
227,227,G2 P&L - Colossus (Phase 1) - AU - CANZ - Reno (P).xlsm,Project Summary,2024,Colossus (Phase 1),G2,Demazin Allergy and Hay Fever 110 _Australia,Demazin Allergy and Hay Fever 110 ,Australia,37.0,26981.0,77940.0,81701.0,329438.01,951647.4,997569.21,0.0,,,120434.0,,,105767
228,228,G2 P&L - Colossus (Phase 1) - AU - CANZ - Reno (P).xlsm,Project Summary,2024,Colossus (Phase 1),G2,Demazin Allergy and Hay Fever 80_Australia,Demazin Allergy and Hay Fever 80,Australia,30.8,4043.0,7627.0,12515.0,41093.052,77520.82799999998,127202.46,0.0,,,0.0,,,
229,229,G1 P&L - Burst - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Burst,G1,Duro-Tuss DRY Cough Liquid Burstlet (Marshmallow) 21s_Australia,Duro-Tuss DRY Cough Liquid Burstlet (Marshmallow) 21s,Australia,14.3,46005.0,57545.0,67700.0,311829.325,452591.425,532460.5,50000.0,,,0.0,,,
230,230,G1 P&L - Burst - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Burst,G1,Duro-Tuss CHESTY Cough Liquid Burstlet (Ivy Leaf) 21s_Australia,Duro-Tuss CHESTY Cough Liquid Burstlet (Ivy Leaf) 21s,Australia,14.3,65310.0,82790.0,97400.0,513663.15,651143.35,766051.0,0.0,,,0.0,,,
231,231,G1 P&L - Burst - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Burst,G1,Duro-Tuss DRY Cough Liquid Burstlet (Marshmallow) 21s_NZ,Duro-Tuss DRY Cough Liquid Burstlet (Marshmallow) 21s,NZ,14.3,6800.75,8631.75,10155.0,63212.97125,80232.11625,94390.725,0.0,,,0.0,,,
232,232,G1 P&L - Burst - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Burst,G1,Duro-Tuss CHESTY Cough Liquid Burstlet (Ivy Leaf) 21s_NZ,Duro-Tuss CHESTY Cough Liquid Burstlet (Ivy Leaf) 21s,NZ,14.3,9696.5,12418.5,14610.0,90128.9675,115429.95750000002,135799.95,0.0,,,0.0,,,
233,233,G2 P&L - Shade - TH - AMENA - Inno (I-L).xlsm,Project Summary,2024,Shade,G2,SpectraBAN acne-prone skin SPF50+ PA++++_TH,SpectraBAN acne-prone skin SPF50+ PA++++,TH,9.84,9241.666666666666,23290.0,29442.0,65789.7294145513,157784.03045820526,210598.19248365393,5414.7245854486855,21658.898341794746,16244.173756346056,0.0,,,
234,234,G2 P&L - Shade - TH - AMENA - Inno (I-L).xlsm,Project Summary,2024,Shade,G2,SpectraBAN sensitive sunscren SPF50+ PA++++_TH,SpectraBAN sensitive sunscren SPF50+ PA++++,TH,9.84,12983.333333333332,32717.0,34026.0,94618.2234145513,230416.42589820529,245916.62896365393,5414.7245854486855,21658.898341794746,16244.173756346056,0.0,,,
235,235,G2 P&L - Shade - TH - AMENA - Inno (I-L).xlsm,Project Summary,2024,Shade,G2,SpectraBAN whitening sunscren SPF50+ PA++++_TH,SpectraBAN whitening sunscren SPF50+ PA++++,TH,9.84,37921.666666666664,95564.0,99387.0,284053.7367218269,703805.5145673079,741382.746005481,8122.086878173028,32488.34751269211,24366.260634519083,0.0,,,
236,236,G3 P&L -  Cocktail - PH.xlsm,Project Summary,2024,Cocktail,G3,Difflam Plus Anaesthetic Sore Throat Spray 30ml _PH,Difflam Plus Anaesthetic Sore Throat Spray 30ml ,PH,33.416028213547364,60000.0,72000.0,75600.0,1881202.3186995825,2285656.3298066393,2399939.1462969715,23511.289472617453,,,0.0,,,
237,237,G3 P&L -  Cocktail - PH.xlsm,Project Summary,2024,Cocktail,G3,Difflam Plus Sore Throat Lozenges (Honey Lemon) 16's_PH,Difflam Plus Sore Throat Lozenges (Honey Lemon) 16's,PH,15.26693420892618,90000.0,96000.0,100800.0,1281811.585390571,1392344.3998540677,1461961.619846771,23511.289472617453,,,0.0,,,
238,238,G3 P&L - Rusty - AU NZ - CANZ - Reno (P).xlsm,Project Summary,2024,Rusty,G3,Betadine Ready to Use Gargle 200mL_Australia,Betadine Ready to Use Gargle 200mL,Australia,14.93,11627.0,115000.0,140000.0,107279.30598,1061075.1,1291743.6,0.0,,,7200.0,,,105905
239,239,G3 P&L - Rusty - AU NZ - CANZ - Reno (P).xlsm,Project Summary,2024,Rusty,G3,Betadine Ready to Use Gargle 60mL_Australia,Betadine Ready to Use Gargle 60mL,Australia,7.16,20079.0,119614.0,120000.0,83527.83684,497589.45544,499195.2,0.0,,,4800.0,,,
240,240,G3 P&L - Rusty - AU NZ - CANZ - Reno (P).xlsm,Project Summary,2024,Rusty,G3,Betadine Antiseptic Solution 500mL_Australia,Betadine Antiseptic Solution 500mL,Australia,20.74,12982.0,20279.0,20587.0,174741.09532000002,272960.61254,277106.37262,0.0,,,0.0,,,105904
241,241,G3 P&L - Rusty - AU NZ - CANZ - Reno (P).xlsm,Project Summary,2024,Rusty,G3,Betadine Antiseptic First Aid Cream 45g_Australia,Betadine Antiseptic First Aid Cream 45g,Australia,12.83,14625.0,43106.0,43744.0,130033.65375,383263.63614,388936.21536,0.0,,,8600.0,,,105907
242,242,G3 P&L - Rusty - AU NZ - CANZ - Reno (P).xlsm,Project Summary,2024,Rusty,G3,Betadine Ready to Use Gargle 200mL_NZ,Betadine Ready to Use Gargle 200mL,NZ,13.425925925925926,0.0,14000.0,16800.0,0.0,146611.1111111111,175933.33333333334,0.0,,,0.0,,,
243,243,G3 P&L - Rusty - AU NZ - CANZ - Reno (P).xlsm,Project Summary,2024,Rusty,G3,Betadine Ready to Use Gargle 60mL_NZ,Betadine Ready to Use Gargle 60mL,NZ,5.833333333333333,0.0,6000.0,7200.0,0.0,27300.0,32760.0,0.0,,,0.0,,,
244,244,G3 P&L - Rusty - AU NZ - CANZ - Reno (P).xlsm,Project Summary,2024,Rusty,G3,Betadine Antiseptic First Aid Cream 45g_NZ,Betadine Antiseptic First Aid Cream 45g,NZ,7.87037037037037,0.0,0.0,13000.0,0.0,0.0,79805.55555555556,0.0,,,0.0,,,
245,245,G3 P&L - Rusty - AU NZ - CANZ - Reno (P).xlsm,Project Summary,2024,Rusty,G3,Betadine Antiseptic First Aid Cream 20g_NZ,Betadine Antiseptic First Aid Cream 20g,NZ,4.916666666666666,0.0,0.0,17000.0,0.0,0.0,65195.0,0.0,,,0.0,,,
246,246,G1 P&L - Angela Wash - IND- AMENA - Exp (M).xlsm,Project Summary,2024,Angela Wash,G1,Angela Liquid Calendula 50 ml_ID,Angela Liquid Calendula 50 ml,ID,2.2,167602.0,185328.0,254880.0,243915.06800000003,271993.052,376461.92,21566.5,21566.5,27268.0,0.0,,,
247,247,G1 P&L - Angela Wash - IND- AMENA - Exp (M).xlsm,Project Summary,2024,Angela Wash,G1,Angela Liquid Calendula 150 ml_ID,Angela Liquid Calendula 150 ml,ID,4.7,76808.0,87084.0,100998.0,238351.772,273125.756,314509.232,21566.5,21566.5,27268.0,0.0,,,
248,248,G1 P&L - Angela Wash - IND- AMENA - Exp (M).xlsm,Project Summary,2024,Angela Wash,G1,Angela Liquid Gentle Protection 50 ml_ID,Angela Liquid Gentle Protection 50 ml,ID,2.2,167602.0,185328.0,254880.0,243915.06800000003,271993.052,376461.92,21566.5,21566.5,27268.0,0.0,,,
249,249,G1 P&L - Angela Wash - IND- AMENA - Exp (M).xlsm,Project Summary,2024,Angela Wash,G1,Angela Liquid Gentle Protection 150 ml_ID,Angela Liquid Gentle Protection 150 ml,ID,4.7,76808.0,87084.0,100998.0,238351.772,273125.756,314509.232,21566.5,21566.5,27268.0,0.0,,,
250,250,G3 P&L - Rainbow - TH -AMENA - Inno (R&D).xlsm,Project Summary,2024,Rainbow,G3,104767 - ACNE-AID NATURALS POLLUTION SERUM TH (30 ML)_TH,104767 - ACNE-AID NATURALS POLLUTION SERUM TH (30 ML),TH,15.59,5120.0,12430.0,13425.0,50300.19381455132,113602.12425820528,129844.25974365392,5414.7245854486855,21658.898341794746,16244.173756346056,0.0,,,104767
251,251,G3 P&L - Rainbow - TH -AMENA - Inno (R&D).xlsm,Project Summary,2024,Rainbow,G3,104768 - ACNE-AID NATURALS POLLUTION CLSER TH (100 ML)_TH,104768 - ACNE-AID NATURALS POLLUTION CLSER TH (100 ML),TH,9.92,8118.666666666667,18971.0,20489.0,50800.222401217994,109699.34101820526,125624.94048365392,5414.7245854486855,21658.898341794746,16244.173756346056,0.0,,,104768
252,252,G3 P&L - Rainbow - TH -AMENA - Inno (R&D).xlsm,Project Summary,2024,Rainbow,G3,ACNE-AID NATURAL DEEP CLEANSER 100 ML_TH,ACNE-AID NATURAL DEEP CLEANSER 100 ML,TH,9.92,17166.666666666668,26055.0,28140.0,108035.29749576932,158750.09045820526,184016.41322910265,10829.449170897373,21658.898341794746,10829.449170897373,0.0,,,105842
253,253,G3 P&L - Rainbow - TH -AMENA - Inno (R&D).xlsm,Project Summary,2024,Rainbow,G3,ACNE-AID SOOTHING MOISTURISER WITH RED CLOVER 50 ML_TH,ACNE-AID SOOTHING MOISTURISER WITH RED CLOVER 50 ML,TH,13.89,8333.333333333334,12639.0,13650.0,69964.05082910265,100878.98723820529,121510.30382910265,10829.449170897373,21658.898341794746,10829.449170897373,0.0,,,105843
254,254,G3 P&L - Rainbow - TH -AMENA - Inno (R&D).xlsm,Project Summary,2024,Rainbow,G3,ACNE-AID NIGHT SERUM WITH RED CLOVER 30 ML_TH,ACNE-AID NIGHT SERUM WITH RED CLOVER 30 ML,TH,15.59,7785.333333333333,10809.0,11674.0,73889.14680243598,95962.69403820526,116204.91750910264,10829.449170897373,21658.898341794746,10829.449170897373,0.0,,,105844
255,255,G1 P&L - Leafs - CA - CANZ - Inno (R&D).xlsm,Project Summary,2024,Leafs,G1,Senokot Gummies 60 ct_Canada,Senokot Gummies 60 ct,Canada,9.24,58000.0,138000.0,216000.0,333024.89036363637,1101321.144,1723807.008,129849.2136363636,,,0.0,,,105964
256,256,G3 P&L - Dexterity Medium Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Dexterity Medium Term,G3,DURO-TUSS Dry Forte Dex 3mg 200mL_Australia,DURO-TUSS Dry Forte Dex 3mg 200mL,Australia,15.39,444794.0,470943.0,492135.0,3840257.98926,4066022.96397,4248990.24165,0.0,,,0.0,,,
257,257,G3 P&L - Dexterity Medium Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Dexterity Medium Term,G3,DURO-TUSS Dry + Nasal Decon 200mL_Australia,DURO-TUSS Dry + Nasal Decon 200mL,Australia,15.39,0.0,80002.0,78500.0,0.0,682101.85212,669295.71,0.0,,,0.0,,,
258,258,G3 P&L - Dexterity Medium Term - AU NZ - CANZ - Inno (R&D).xlsm,Project Summary,2024,Dexterity Medium Term,G3,DURO-TUSS Dry + Nasal Decon (Night) 200mL_Australia,DURO-TUSS Dry + Nasal Decon (Night) 200mL,Australia,15.39,0.0,88938.0,87300.0,0.0,762396.9917400001,748355.679,0.0,,,0.0,,,
